City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,utrik,11.2278,169.8474,28.08,80,73,8.59,MH,1698702848
280,nuku'alofa,-21.1333,-175.2,27.19,78,20,7.72,TO,1698702825
281,bucerias,20.75,-105.3333,31.1,72,2,4.35,MX,1698703271
282,kodiak,57.79,-152.4072,7.73,93,100,5.66,US,1698702824
283,puan,35.7281,126.7319,11.94,79,3,1.45,KR,1698703401
284,lhasa,29.65,91.1,1.91,79,71,1.51,CN,1698703402
285,weyburn,49.6668,-103.8511,-5.88,53,66,11.32,CA,1698703304
286,greenville,35.6127,-77.3663,27.02,52,0,3.6,US,1698702876
287,paracuru,-3.41,-39.0306,27.28,76,96,5.4,BR,1698703194
288,sinop,41.7711,34.8709,16.08,71,92,3.63,TR,1698702821
289,vorkuta,67.5,64.0,-11.26,86,100,3.59,RU,1698703405
290,linqiong,30.4159,103.4609,16.9,89,96,0.37,CN,1698703406
291,padre paraiso,-17.0742,-41.4844,25.17,48,90,1.8,BR,1698703406
292,kyakhta,50.3508,106.4494,-6.29,64,51,1.97,RU,1698703408
293,vadso,70.0744,29.7487,-0.91,86,75,1.54,NO,1698702737
294,mkushi,-13.6202,29.3939,19.41,81,52,3.57,ZM,1698703409
295,general levalle,-34.0147,-63.9241,17.57,34,88,2.84,AR,1698703410
296,yermentau,51.6214,73.1069,5.47,84,100,5.5,KZ,1698703411
297,hamilton,39.1834,-84.5333,8.14,82,100,5.14,US,1698702716
298,ramnagar,29.4,79.1167,18.25,63,82,2.09,IN,1698703413
299,villa yapacani,-17.4,-63.8333,32.56,45,79,2.96,BO,1698703413
300,welkom,-27.9864,26.7066,7.42,71,100,7.04,ZA,1698703414
301,tarko-sale,64.9225,77.785,-13.83,95,9,1.59,RU,1698703415
302,salaqi,40.5414,110.5108,9.77,41,39,2.16,CN,1698703416
303,rongelap,11.1635,166.8941,28.54,78,95,9.45,MH,1698702829
304,sirte,31.2089,16.5887,22.53,75,49,5.43,LY,1698703417
305,la ronge,55.1001,-105.2842,-5.86,53,75,4.63,CA,1698703228
306,hirara,24.8,125.2833,24.15,73,40,6.17,JP,1698703419
307,honiara,-9.4333,159.95,27.76,81,100,5.53,SB,1698703419
308,merizo village,13.2658,144.6691,29.21,95,98,6.09,GU,1698703420
309,mitsamiouli,-11.3847,43.2844,26.48,78,47,2.68,KM,1698702839
310,santa maria,-29.6842,-53.8069,26.61,61,40,2.06,BR,1698703288
311,chibougamau,49.9168,-74.3659,-3.21,80,75,3.6,CA,1698702892
312,nouadhibou,20.931,-17.0347,20.99,94,0,6.17,MR,1698703422
313,intendente alvear,-35.2338,-63.592,16.91,23,90,3.65,AR,1698703423
314,taperoa,-7.2075,-36.8267,30.01,27,14,5.3,BR,1698703424
315,vilyuysk,63.7553,121.6247,-18.18,100,94,1.29,RU,1698702879
316,la malbaie,47.6575,-70.1559,1.48,95,99,1.23,CA,1698703425
317,bicas,-21.7253,-43.0594,23.68,84,93,3.75,BR,1698703425
318,harper,4.375,-7.7169,24.78,92,84,1.45,LR,1698703426
319,bengkulu,-3.8004,102.2655,22.74,94,94,0.98,ID,1698703426
320,roccella ionica,38.322,16.4009,18.83,90,30,3.23,IT,1698703427
321,tobol,52.6844,62.5794,0.07,90,96,4.51,KZ,1698703427
322,genhe,50.7833,121.5167,-4.87,41,100,1.54,CN,1698703428
323,meadow lakes,61.6247,-149.6011,8.25,61,12,1.34,US,1698703429
324,al bahah,20.0129,41.4677,16.68,61,7,1.26,SA,1698703429
325,port saint john's,-31.6229,29.5448,13.91,86,91,3.51,ZA,1698703175
326,remire-montjoly,4.9167,-52.2667,29.02,79,20,4.12,GF,1698703431
327,dompu,-8.5356,118.4622,24.34,91,12,1.13,ID,1698703431
328,barabai,-2.5833,115.3833,24.13,86,46,0.73,ID,1698703432
329,inhambane,-23.865,35.3833,19.97,66,100,3.66,MZ,1698702892
330,sierra grande,-41.606,-65.3557,10.55,38,82,7.67,AR,1698703433
331,portland,45.5234,-122.6762,17.74,40,20,7.72,US,1698702960
332,worbis,51.4167,10.3667,12.67,95,100,1.05,DE,1698703434
333,vallenar,-28.5708,-70.7581,25.83,22,58,4.82,CL,1698703335
334,bago,17.3367,96.4797,23.56,94,100,2.45,MM,1698703435
335,maloye ganyushkino,46.6,49.2667,9.39,59,0,1.36,KZ,1698703436
336,junagarh,19.8667,82.9333,18.27,86,0,0.45,IN,1698703436
337,oranjemund,-28.55,16.4333,15.22,77,2,4.69,NA,1698703437
338,strezhevoy,60.7333,77.5889,-13.35,96,13,2.24,RU,1698703438
339,shanhecun,44.7,127.2,6.8,59,100,2.87,CN,1698703438
340,elizabethtown,37.694,-85.8591,7.09,89,100,3.09,US,1698703346
341,touros,-5.1989,-35.4608,26.35,77,17,9.62,BR,1698702877
342,malanje,-9.5402,16.341,18.35,96,99,1.49,AO,1698703440
343,hadibu,12.65,54.0333,25.97,77,99,4.18,YE,1698703441
344,kourou,5.1552,-52.6478,29.03,84,19,2.79,GF,1698703442
345,tobruk,32.0836,23.9764,21.38,76,31,1.78,LY,1698703444
346,bodaybo,57.8506,114.1933,-9.51,54,99,1.42,RU,1698703445
347,tommot,58.9564,126.2925,-24.83,100,61,0.59,RU,1698702889
348,coahuayana de hidalgo,18.7,-103.6583,29.63,71,31,2.36,MX,1698703446
349,burela de cabo,43.65,-7.4,14.54,76,63,9.59,ES,1698703447
350,faranah,10.0404,-10.7434,23.91,69,14,1.31,GN,1698703448
351,rio grande,-32.035,-52.0986,20.06,93,100,3.53,BR,1698703448
352,minas de marcona,-15.2119,-75.1103,17.2,72,52,7.73,PE,1698702761
353,pauri,30.15,78.7833,12.25,61,100,2.12,IN,1698703450
354,pisco,-13.7,-76.2167,23.03,64,65,10.29,PE,1698703450
355,tadepallegudem,16.8333,81.5,22.52,84,98,2.38,IN,1698703451
356,ono,34.85,134.9333,12.67,79,0,1.55,JP,1698703453
357,chifeng,42.2683,118.9636,7.66,72,59,3.39,CN,1698703454
358,lycksele,64.5954,18.6735,-8.07,93,100,2.57,SE,1698703454
359,mahibadhoo,3.7833,72.9667,27.31,76,22,3.22,MV,1698703455
360,le creusot,46.8071,4.4163,8.7,96,100,2.54,FR,1698703456
361,san luis de la loma,17.2706,-100.8939,28.82,88,34,1.7,MX,1698703457
362,belawan,3.7755,98.6832,26.16,90,100,2.14,ID,1698703457
363,cape canaveral,28.4058,-80.6048,27.27,73,0,5.14,US,1698703458
364,guatrache,-37.6678,-63.5302,15.43,23,3,3.04,AR,1698703459
365,guadalupe y calvo,26.1,-106.9667,17.8,45,0,3.55,MX,1698703460
366,cloverdale,38.8055,-123.0172,26.52,21,40,0.45,US,1698703461
367,dinskaya,45.2178,39.2283,16.57,46,2,2.12,RU,1698703462
368,val-d'or,48.1002,-77.7828,-1.95,100,75,1.03,CA,1698703463
369,oum hadjer,13.2954,19.6966,30.47,17,32,5.21,TD,1698703464
370,la londe-les-maures,43.1371,6.235,16.38,77,28,12.35,FR,1698703465
371,shadrinsk,56.0852,63.6335,-7.38,97,94,2.37,RU,1698703466
372,nadi,-17.8,177.4167,30.0,66,20,5.14,FJ,1698703466
373,pangkalanbuun,-2.6833,111.6167,23.52,97,85,0.85,ID,1698703467
374,koungou,-12.7336,45.2042,26.84,83,0,1.54,YT,1698703468
375,pangai,-19.8,-174.35,27.06,78,75,5.66,TO,1698703469
376,morehead city,34.7229,-76.726,25.01,87,0,6.17,US,1698703470
377,sarikamis,40.3381,42.5731,6.24,81,81,2.76,TR,1698703472
378,natal,-5.795,-35.2094,27.12,69,0,7.2,BR,1698703236
379,as sulayyil,20.4607,45.5779,26.14,29,100,5.11,SA,1698703473
380,thunder bay,48.4001,-89.3168,-1.01,47,100,3.09,CA,1698703253
381,okhotsk,59.3833,143.3,-7.23,87,100,1.76,RU,1698703474
382,filadelfia,39.9523,-75.1638,16.27,81,100,9.77,US,1698703466
383,katsuura,35.1333,140.3,14.99,78,0,1.21,JP,1698702881
384,shah alam,3.0851,101.5328,25.07,94,20,0.0,MY,1698703251
385,new norfolk,-42.7826,147.0587,11.07,81,60,3.57,AU,1698703477
386,georgievka,49.3314,81.5761,9.52,94,100,3.54,KZ,1698703478
387,jayapura,-2.5333,140.7,25.66,83,92,1.68,ID,1698702831
388,ilha solteira,-20.4328,-51.3425,25.0,85,89,5.79,BR,1698703479
389,san mateo del mar,16.2,-95.0,30.12,61,61,12.87,MX,1698703480
390,gore,-46.1028,168.9436,15.39,57,100,1.03,NZ,1698703481
391,ghanzi,-21.5667,21.7833,19.85,76,35,7.25,BW,1698703482
392,monte alegre,-2.0078,-54.0692,29.05,56,9,1.14,BR,1698703482
393,vega de alatorre,20.0333,-96.6333,22.67,88,83,12.12,MX,1698703483
394,freetown,8.484,-13.2299,26.84,83,40,3.6,SL,1698703484
395,valparaiso,-33.0393,-71.6273,17.8,65,0,7.72,CL,1698703225
396,negapatam,10.7667,79.8333,25.85,83,100,3.7,IN,1698703485
397,jogeva,58.7467,26.3939,-0.06,97,90,1.01,EE,1698703485
398,high river,50.5834,-113.8687,2.4,87,75,3.7,CA,1698703290
399,malakanagiri,18.35,81.9,18.37,84,28,1.09,IN,1698703487
400,camapua,-19.5314,-54.0439,30.36,45,78,1.71,BR,1698703487
401,puerto penasco,31.3167,-113.5333,28.28,12,0,2.68,MX,1698703488
402,forster,-32.1667,152.5167,26.27,44,70,1.9,AU,1698703488
403,fortuna,40.5982,-124.1573,19.4,54,0,4.12,US,1698703489
404,yorkton,51.2167,-102.4677,-6.09,53,40,9.77,CA,1698703285
405,birzebbuga,35.8258,14.5269,24.53,83,0,8.75,MT,1698703490
406,bamboo flat,11.7,92.7167,26.05,89,40,1.54,IN,1698703490
407,at taj,24.2049,23.2857,21.35,32,0,4.38,LY,1698703491
408,freguesia do ribeirao da ilha,-27.7177,-48.5627,20.92,94,100,4.63,BR,1698703492
409,shihezi,44.3,86.0333,12.21,51,98,3.09,CN,1698703492
410,labrador city,52.9463,-66.9114,-5.05,54,75,2.57,CA,1698703225
411,laguna,38.421,-121.4238,24.47,27,0,2.57,US,1698703493
412,wailua homesteads,22.0669,-159.378,28.44,71,40,4.63,US,1698703494
413,cill airne,52.05,-9.5167,7.73,93,11,1.71,IE,1698703494
414,verkhnyaya sinyachikha,57.976,61.6673,-5.4,97,95,0.73,RU,1698703495
415,maumere,-8.6199,122.2111,26.17,75,18,1.25,ID,1698703495
416,flagstaff,35.1981,-111.6513,12.31,14,0,5.66,US,1698703212
417,saguenay,48.4168,-71.0657,0.6,92,100,3.09,CA,1698703208
418,serdar,38.9764,56.2757,16.47,46,100,2.75,TM,1698703497
419,zyryanskoye,56.8306,86.6258,-7.23,78,100,4.97,RU,1698703498
420,sereflikochisar,38.9393,33.5386,18.91,44,99,1.31,TR,1698703498
421,puerto san jose,13.9256,-90.8244,27.5,80,100,1.12,GT,1698703499
422,caetite,-14.0694,-42.475,26.76,32,79,3.41,BR,1698703500
423,hobyo,5.3505,48.5268,26.17,82,73,2.15,SO,1698703500
424,sant antoni de portmany,38.9807,1.3036,20.77,53,0,6.69,ES,1698703501
425,gadzhiyevo,69.2551,33.3362,-5.56,90,100,8.71,RU,1698703502
426,argo,37.6333,22.7333,18.86,73,0,1.97,GR,1698703503
427,tambopata,-12.7333,-69.1833,26.94,78,40,1.54,PE,1698703504
428,yuzhno-kurilsk,44.0306,145.8556,7.99,76,17,3.86,RU,1698703505
429,sinabang,2.4803,96.3801,24.77,90,100,1.55,ID,1698703497
430,maua,-23.6678,-46.4614,28.16,79,100,2.12,BR,1698703304
431,keflavik,64.0049,-22.5624,4.24,70,75,6.17,IS,1698703508
432,sa kaeo,13.75,102.3333,23.62,94,100,2.23,TH,1698703509
433,labytnangi,66.6572,66.4183,-12.3,96,100,0.86,RU,1698703509
434,sarpol-e zahab,34.4611,45.8626,21.79,28,98,2.41,IR,1698703510
435,coxen hole,16.3244,-86.5366,29.6,62,20,1.54,HN,1698702949
436,el granada,37.5027,-122.4694,25.32,28,0,1.54,US,1698703313
437,kuqa,41.7278,82.9364,13.04,37,12,1.04,CN,1698703513
438,luruaco,10.6092,-75.1431,28.79,79,63,3.42,CO,1698703225
439,ponta delgada,37.7333,-25.6667,18.4,72,40,3.09,PT,1698703514
440,alaghsas,17.0187,8.0168,27.67,13,50,5.55,NE,1698703515
441,manismata,-2.4667,111.0333,23.51,98,79,0.97,ID,1698703516
442,garbahaarrey,3.3289,42.2209,25.44,80,9,2.27,SO,1698703517
443,fort st. john,56.2499,-120.8529,4.94,45,100,4.63,CA,1698703448
444,cockburn town,21.4612,-71.1419,28.98,74,40,2.57,TC,1698703519
445,uturoa,-16.7333,-151.4333,26.14,80,8,8.16,PF,1698703441
446,hakui,36.8833,136.7833,14.89,84,19,1.27,JP,1698703520
447,constitucion,-35.3333,-72.4167,10.91,62,100,10.21,CL,1698703521
448,saint-juery,43.9488,2.2103,11.54,87,84,1.05,FR,1698703522
449,bouna,9.2667,-3.0,26.68,58,55,1.9,CI,1698703523
450,porbandar,21.6422,69.6093,26.79,51,0,2.24,IN,1698703524
451,torbeyevo,54.0797,43.2473,8.11,90,94,5.39,RU,1698703525
452,cusco,-13.5183,-71.9781,22.13,21,40,6.69,PE,1698703526
453,makarov,48.6333,142.8,6.28,95,43,2.38,RU,1698703526
454,island harbour,50.724,-1.2758,11.1,94,11,2.32,GB,1698703527
455,ugoofaaru,5.6667,73.0,27.55,74,100,2.72,MV,1698703520
456,taulaga,-11.0553,-171.0883,28.4,78,42,9.92,AS,1698703529
457,san andres,12.5847,-81.7006,31.01,70,20,1.03,CO,1698703529
458,christchurch,-43.5333,172.6333,19.19,91,100,7.2,NZ,1698703530
459,khorixas,-20.3667,14.9667,18.01,31,0,1.2,NA,1698703531
460,brady,31.1352,-99.3351,7.98,49,100,8.75,US,1698703377
461,soderhamn,61.3037,17.0592,0.53,86,100,5.96,SE,1698703534
462,pemangkat,1.1667,108.9667,26.21,80,90,0.81,ID,1698703534
463,caleta olivia,-46.4393,-67.5281,8.25,45,99,4.88,AR,1698703253
464,mana,5.6592,-53.7767,26.98,84,9,4.29,GF,1698703536
465,thai binh,20.45,106.3333,23.14,83,88,3.06,VN,1698703537
466,pahrump,36.2083,-115.9839,19.03,11,0,1.34,US,1698703538
467,astrakhan,46.3497,48.0408,4.93,100,0,2.0,RU,1698703539
468,bodo,67.28,14.405,-2.9,80,0,6.17,NO,1698703539
469,orsa,54.5153,30.4053,7.37,95,95,3.04,BY,1698703540
470,horta,38.5333,-28.6333,19.45,80,40,6.71,PT,1698703269
471,amga,60.8953,131.9608,-11.25,90,100,2.32,RU,1698703278
472,lady frere,-31.7031,27.2329,8.8,73,69,1.54,ZA,1698703542
473,inirida,3.8653,-67.9239,28.88,72,89,1.15,CO,1698703444
474,rabigh,22.7986,39.0349,29.06,63,0,2.49,SA,1698703543
475,zhigalovo,54.8097,105.1578,-8.8,67,6,0.7,RU,1698703544
476,suva,-18.1416,178.4415,27.71,83,75,3.6,FJ,1698703496
477,bazarnyy karabulak,52.2683,46.4144,7.87,85,97,7.03,RU,1698703545
478,cidade velha,14.9167,-23.6167,26.26,73,75,3.09,CV,1698703546
479,shimanovsk,52.0,127.7,-4.8,42,93,2.21,RU,1698703547
480,miles city,46.4083,-105.8406,-1.46,74,75,6.69,US,1698703335
481,roma,43.2128,-75.4557,6.09,88,100,3.6,US,1698703548
482,pekanbaru,0.5333,101.45,23.42,97,100,0.8,ID,1698703539
483,onguday,50.75,86.15,4.23,95,100,1.54,RU,1698703549
484,popondetta,-8.7537,148.2534,24.42,95,100,1.07,PG,1698703533
485,penzance,50.1186,-5.5371,12.38,83,48,7.14,GB,1698703305
486,ternate,0.8,127.4,27.55,71,85,2.44,ID,1698703551
487,yenangyaung,20.4667,94.8833,23.37,76,26,2.61,MM,1698703551
488,kabalo,-6.05,26.9167,22.12,78,99,1.26,CD,1698703552
489,mirny,62.5353,113.9611,-18.76,84,95,3.13,RU,1698703378
490,kill devil hills,36.0307,-75.676,25.55,72,0,8.75,US,1698703296
491,gaigeturi,33.4644,126.3183,13.03,71,0,3.09,KR,1698703553
492,boguchar,49.9358,40.545,11.02,73,93,6.01,RU,1698703554
493,mount isa,-20.7333,139.5,26.87,57,11,0.0,AU,1698703487
494,daru,-9.0763,143.2092,26.32,76,100,4.48,PG,1698703529
495,al ain city,24.1917,55.7606,26.79,41,0,2.57,AE,1698703264
496,payson,40.0444,-111.7321,8.5,38,0,1.79,US,1698703556
497,benicarlo,40.4165,0.4271,17.91,43,0,2.96,ES,1698703557
498,susuman,62.7833,148.1667,-16.68,97,84,0.45,RU,1698703472
499,kone,-21.0595,164.8658,23.27,56,96,1.94,NC,1698703522
500,skhirate,33.8498,-7.0404,19.12,87,90,0.45,MA,1698703558
501,kuala tungkal,-0.8167,103.4667,22.9,99,68,1.17,ID,1698703559
502,kyshtovka,56.555,76.6271,-6.48,76,94,4.47,RU,1698703560
503,rundu,-17.9333,19.7667,25.02,47,3,4.92,NA,1698703506
504,aykhal,66.0,111.5,-20.88,99,100,2.6,RU,1698703561
505,smara,26.7384,-11.6719,26.62,27,8,1.89,EH,1698703562
506,bontang,0.1333,117.5,26.79,75,10,1.16,ID,1698703563
507,baardheere,2.3446,42.2764,26.11,81,97,3.27,SO,1698703564
508,tozkhurmato,34.8905,44.6299,24.32,31,100,1.39,IQ,1698703566
509,urengoy,65.9667,78.3667,-14.03,97,9,1.52,RU,1698703566
510,troitskaya,43.3056,44.9789,11.76,69,0,2.24,RU,1698703567
511,kuala belait,4.5833,114.1833,25.09,80,100,4.83,BN,1698703568
512,kollam,8.8833,76.6,25.56,88,100,3.94,IN,1698703569
513,lautoka,-17.6167,177.4667,29.92,66,20,5.14,FJ,1698703547
514,broken hill,-31.95,141.4333,13.13,54,85,9.08,AU,1698703537
515,kloulklubed,7.0419,134.2556,26.28,75,6,3.17,PW,1698703571
516,antofagasta,-23.65,-70.4,17.6,82,56,4.02,CL,1698703571
517,hutang,31.5333,119.4833,16.36,78,0,1.16,CN,1698703572
518,velez rubio,37.6484,-2.0769,9.82,86,100,3.72,ES,1698703573
519,chernyshevskiy,63.0128,112.4714,-28.1,100,59,1.1,RU,1698703574
520,mao,39.8885,4.2658,20.31,64,0,6.69,ES,1698703401
521,huarmey,-10.0681,-78.1522,21.84,77,21,4.86,PE,1698703548
522,akureyri,65.6835,-18.0878,-6.04,86,0,0.0,IS,1698703576
523,sungai penuh,-2.0833,101.3833,16.92,92,93,1.86,ID,1698703577
524,xinyuan,37.3,99.0,-5.06,58,0,2.86,CN,1698703577
525,raton,36.9034,-104.4391,7.19,33,0,3.6,US,1698703578
526,macau,22.2006,113.5461,24.85,78,40,4.12,MO,1698703579
527,howrah,22.5892,88.3103,25.0,83,28,1.54,IN,1698703579
528,rawson,-43.3002,-65.1023,9.04,56,69,7.51,AR,1698703501
529,kuala terengganu,5.3302,103.1408,25.97,94,20,1.54,MY,1698703581
530,grand falls-windsor,48.9332,-55.6649,2.5,66,100,0.45,CA,1698703500
531,saipan,15.1355,145.701,28.39,89,40,5.14,MP,1698703521
532,plouzane,48.3833,-4.6167,12.03,97,75,2.06,FR,1698703584
533,aegina,37.7467,23.4275,22.7,62,0,2.74,GR,1698703584
534,fernie,49.5,-115.0687,4.05,46,67,1.93,CA,1698703554
535,santa lucia,27.9117,-15.5407,17.62,73,20,2.06,ES,1698703586
536,ilhabela,-23.7781,-45.3581,24.65,95,100,2.34,BR,1698703587
537,al jawf,29.5,38.75,19.37,62,52,2.81,SA,1698703589
538,qamdo,31.1667,97.2333,-4.49,82,83,0.95,CN,1698703590
539,wuzhou,23.4833,111.3167,17.95,87,99,1.5,CN,1698703592
540,oriximina,-1.7656,-55.8661,31.86,44,30,2.01,BR,1698703594
541,kulunda,52.566,78.9385,2.84,99,100,0.86,RU,1698703596
542,narvik,68.4384,17.4272,-2.33,94,37,1.96,NO,1698703597
543,samalut,28.3121,30.7101,24.82,62,35,5.43,EG,1698703597
544,axim,4.8699,-2.2405,26.23,88,7,2.46,GH,1698703598
545,porto novo,6.4965,2.6036,27.9,83,92,2.24,BJ,1698703599
546,irymple,-34.25,142.1667,12.83,62,57,0.45,AU,1698703509
547,tamanrasset,22.785,5.5228,23.95,16,40,2.06,DZ,1698703449
548,bubaque,11.2833,-15.8333,28.65,70,100,3.12,GW,1698703497
549,kirtipur,27.6667,85.2833,14.79,85,20,1.03,NP,1698703602
550,nago,26.5881,127.9761,22.47,68,40,8.53,JP,1698703604
551,banka,24.8833,86.9167,21.71,69,99,0.84,IN,1698703604
552,dhidhdhoo,6.8833,73.1,27.4,76,100,2.03,MV,1698703605
553,kapa'a,22.0752,-159.319,29.18,70,40,4.63,US,1698703606
554,amungan,15.3652,119.9582,25.42,76,63,2.23,PH,1698703606
555,guerrero negro,27.9769,-114.0611,26.38,36,0,4.89,MX,1698703532
556,noosa heads,-26.3833,153.15,24.5,66,7,6.4,AU,1698703315
557,yantarnyy,54.8717,19.9381,5.92,84,100,4.93,RU,1698703608
558,zuwarah,32.9312,12.082,27.04,31,62,4.24,LY,1698703609
559,taroa,8.7058,171.2275,28.27,80,83,8.76,MH,1698703609
